16,LITERAL,1,,"""DVWA_WEB_PAGE_TO_ROOT""",,,3,1,string
17,LITERAL,2,,"""""",,,3,2,string
23,LITERAL,2,,"""dvwa/includes/dvwaPage.inc.php""",,,4,2,string
32,LITERAL,2,,"""title""",,,9,2,string
35,LITERAL,1,,"""About""",,,9,1,string
37,LITERAL,2,,"""title_separator""",,,9,2,string
39,LITERAL,2,,"""title""",,,9,2,string
42,LITERAL,2,,"""page_id""",,,10,2,string
43,LITERAL,2,,"""about""",,,10,2,string
46,LITERAL,2,,"""body""",,,12,2,string
69,LITERAL,1,,"""\r\n<div class=\""body_padded\"">\r\n\t<h2>About</h2>\r\n\t<p>Damn Vulnerable Web Application (DVWA) is a PHP/MySQL web application that is damn vulnerable. Its main goals are to be an aid for security professionals to test their skills and tools in a legal environment, help web developers better understand the processes of securing web applications and aid teachers/students to teach/learn web application security in a class room environment</p>\r\n\t<p>Pre-August 2020, All material is copyright 2008-2015 RandomStorm & Ryan Dewhurst.</p>\r\n\t<p>Ongoing, All material is copyright Robin Wood and probably Ryan Dewhurst.</p>\r\n\r\n\t<h2>Links</h2>\r\n\t<ul>\r\n\t\t<li>Project Home: """,,,12,1,string
71,LITERAL,1,,"""https://github.com/digininja/DVWA""",,,21,1,string
72,LITERAL,2,,"""</li>\r\n\t\t<li>Bug Tracker: """,,,21,2,string
74,LITERAL,1,,"""https://github.com/digininja/DVWA/issues""",,,22,1,string
75,LITERAL,2,,"""</li>\r\n\t\t<li>Wiki: """,,,22,2,string
77,LITERAL,1,,"""https://github.com/digininja/DVWA/wiki""",,,23,1,string
78,LITERAL,2,,"""</li>\r\n\t</ul>\r\n\r\n\t<h2>Credits</h2>\r\n\t<ul>\r\n\t\t<li>Brooks Garrett: """,,,23,2,string
80,LITERAL,1,,"""http://brooksgarrett.com/""",,,28,1,string
81,LITERAL,2,,"""www.brooksgarrett.com""",,,28,2,string
82,LITERAL,2,,"""</li>\r\n\t\t<li>Craig</li>\r\n\t\t<li>g0tmi1k: """,,,28,2,string
84,LITERAL,1,,"""https://blog.g0tmi1k.com/""",,,30,1,string
85,LITERAL,2,,"""g0tmi1k.com""",,,30,2,string
86,LITERAL,2,,"""</li>\r\n\t\t<li>Jamesr: """,,,30,2,string
88,LITERAL,1,,"""https://www.creativenucleus.com/""",,,31,1,string
89,LITERAL,2,,"""www.creativenucleus.com""",,,31,2,string
90,LITERAL,2,,"""</li>\r\n\t\t<li>Jason Jones</li>\r\n\t\t<li>RandomStorm</li>\r\n\t\t<li>Ryan Dewhurst: """,,,31,2,string
92,LITERAL,1,,"""https://wpscan.com/""",,,34,1,string
93,LITERAL,2,,"""wpscan.com""",,,34,2,string
94,LITERAL,2,,"""</li>\r\n\t\t<li>Shinkurt: """,,,34,2,string
96,LITERAL,1,,"""http://www.paulosyibelo.com/""",,,35,1,string
97,LITERAL,2,,"""www.paulosyibelo.com""",,,35,2,string
98,LITERAL,2,,"""</li>\r\n\t\t<li>Tedi Heriyanto: """,,,35,2,string
100,LITERAL,1,,"""http://tedi.heriyanto.net/""",,,36,1,string
101,LITERAL,2,,"""tedi.heriyanto.net""",,,36,2,string
102,LITERAL,2,,"""</li>\r\n\t\t<li>Tom Mackenzie</li>\r\n\t\t<li>Robin Wood: """,,,36,2,string
104,LITERAL,1,,"""https://digi.ninja/""",,,38,1,string
105,LITERAL,2,,"""digi.ninja""",,,38,2,string
106,LITERAL,2,,"""</li>\r\n\t\t<li>Zhengyang Song: """,,,38,2,string
108,LITERAL,1,,"""https://github.com/songzy12/""",,,39,1,string
109,LITERAL,2,,"""songzy12""",,,39,2,string
