4,LOCAL,,$page,,,,page,-1,<empty>
26,LOCAL,,$tmp0,,,6,tmp0,1,array
115,LOCAL,,$GLOBALS,,,,GLOBALS,-1,<empty>
117,LOCAL,,$_DVWA,,,,_DVWA,-1,<empty>
123,LOCAL,,$drop_db,,,,drop_db,-1,<empty>
130,LOCAL,,$___mysqli_res,,,,___mysqli_res,-1,<empty>
133,LOCAL,,$create_db,,,,create_db,-1,<empty>
144,LOCAL,,$create_tb,,,,create_tb,-1,<empty>
152,LOCAL,,$base_dir,,,,base_dir,-1,<empty>
154,LOCAL,,$_SERVER,,,,_SERVER,-1,<empty>
156,LOCAL,,$avatarUrl,,,,avatarUrl,-1,<empty>
159,LOCAL,,$insert,,,,insert,-1,<empty>
172,LOCAL,,$create_tb_guestbook,,,,create_tb_guestbook,-1,<empty>
187,LOCAL,,$conf,,,,conf,-1,<empty>
189,LOCAL,,$bakconf,,,,bakconf,-1,<empty>
472,LOCAL,,$_DVWA,,,,_DVWA,-1,<empty>
477,LOCAL,,$drop_db,,,,drop_db,-1,<empty>
481,LOCAL,,$create_db,,,,create_db,-1,<empty>
485,LOCAL,,$dbconn,,,,dbconn,-1,<empty>
492,LOCAL,,$drop_table,,,,drop_table,-1,<empty>
495,LOCAL,,$create_tb,,,,create_tb,-1,<empty>
498,LOCAL,,$baseUrl,,,,baseUrl,-1,<empty>
500,LOCAL,,$_SERVER,,,,_SERVER,-1,<empty>
503,LOCAL,,$stripPos,,,,stripPos,-1,<empty>
509,LOCAL,,$insert,,,,insert,-1,<empty>
519,LOCAL,,$create_tb_guestbook,,,,create_tb_guestbook,-1,<empty>
705,LOCAL,,$tmp0,,,104,tmp0,1,array
721,LOCAL,,$tmp1,,,126,tmp1,1,array
723,LOCAL,,$tmp2,,,127,tmp2,1,array
726,LOCAL,,$tmp3,,,128,tmp3,1,array
730,LOCAL,,$tmp4,,,129,tmp4,1,array
733,LOCAL,,$tmp5,,,130,tmp5,1,array
739,LOCAL,,$tmp6,,,131,tmp6,1,array
742,LOCAL,,$tmp7,,,132,tmp7,1,array
745,LOCAL,,$tmp8,,,133,tmp8,1,array
748,LOCAL,,$tmp9,,,134,tmp9,1,array
751,LOCAL,,$tmp10,,,135,tmp10,1,array
754,LOCAL,,$tmp11,,,136,tmp11,1,array
757,LOCAL,,$tmp12,,,137,tmp12,1,array
760,LOCAL,,$tmp13,,,138,tmp13,1,array
763,LOCAL,,$tmp14,,,139,tmp14,1,array
766,LOCAL,,$tmp15,,,140,tmp15,1,array
769,LOCAL,,$tmp16,,,141,tmp16,1,array
772,LOCAL,,$tmp17,,,142,tmp17,1,array
776,LOCAL,,$tmp18,,,143,tmp18,1,array
779,LOCAL,,$tmp19,,,144,tmp19,1,array
782,LOCAL,,$tmp20,,,145,tmp20,1,array
785,LOCAL,,$tmp21,,,146,tmp21,1,array
788,LOCAL,,$tmp22,,,147,tmp22,1,array
791,LOCAL,,$tmp23,,,148,tmp23,1,array
794,LOCAL,,$tmp24,,,149,tmp24,1,array
796,LOCAL,,$tmp25,,,154,tmp25,1,array
798,LOCAL,,$tmp26,,,1109,tmp26,1,array
800,LOCAL,,$tmp27,,,1110,tmp27,1,array
803,LOCAL,,$tmp28,,,1111,tmp28,1,array
806,LOCAL,,$tmp29,,,1112,tmp29,1,array
809,LOCAL,,$tmp30,,,1113,tmp30,1,array
812,LOCAL,,$tmp31,,,1114,tmp31,1,array
817,LOCAL,,$tmp32,,,1115,tmp32,1,array
820,LOCAL,,$tmp33,,,1116,tmp33,1,array
823,LOCAL,,$tmp34,,,1117,tmp34,1,array
826,LOCAL,,$tmp35,,,1118,tmp35,1,array
829,LOCAL,,$tmp36,,,1119,tmp36,1,array
831,LOCAL,,$tmp38,,,1963,tmp38,1,array
850,LOCAL,,$tmp39,,,1967,tmp39,1,array
853,LOCAL,,$tmp40,,,1972,tmp40,1,array
856,LOCAL,,$tmp41,,,1979,tmp41,1,array
870,LOCAL,,$tmp42,,,1983,tmp42,1,array
911,LOCAL,,$Elements,,,,Elements,1,<empty>
917,LOCAL,,$markup,,,,markup,2,<empty>
928,LOCAL,,$tmp44,,,43,tmp44,2,array
934,LOCAL,,$lines,,,,lines,3,<empty>
969,LOCAL,,$Elements,,,,Elements,1,<empty>
971,LOCAL,,$CurrentBlock,,,,CurrentBlock,3,<empty>
975,LOCAL,,$line,,,,line,5,<empty>
984,LOCAL,,$beforeTab,,,,beforeTab,6,<empty>
987,LOCAL,,$shortage,,,,shortage,7,<empty>
995,LOCAL,,$indent,,,,indent,8,<empty>
1003,LOCAL,,$Line,,,,Line,9,<empty>
1005,LOCAL,,$tmp47,,,202,tmp47,1,array
1013,LOCAL,,$methodName,,,,methodName,11,<empty>
1016,LOCAL,,$Block,,,,Block,12,<empty>
1034,LOCAL,,$marker,,,,marker,13,<empty>
1037,LOCAL,,$blockTypes,,,,blockTypes,14,<empty>
1044,LOCAL,,$blockType,,,,blockType,16,<empty>
1109,LOCAL,,$tmp50,,,325,tmp50,1,array
1132,LOCAL,,$tmp52,,,360,tmp52,1,array
1134,LOCAL,,$tmp53,,,361,tmp53,1,array
1137,LOCAL,,$tmp54,,,363,tmp54,1,array
1163,LOCAL,,$tmp55,,,412,tmp55,1,array
1165,LOCAL,,$tmp56,,,413,tmp56,2,array
1180,LOCAL,,$marker,,,,marker,1,<empty>
1184,LOCAL,,$openerLength,,,,openerLength,2,<empty>
1189,LOCAL,,$infostring,,,,infostring,3,<empty>
1194,LOCAL,,$Element,,,,Element,4,<empty>
1196,LOCAL,,$tmp57,,,466,tmp57,1,array
1200,LOCAL,,$language,,,,language,6,<empty>
1205,LOCAL,,$tmp58,,,487,tmp58,1,array
1209,LOCAL,,$tmp59,,,490,tmp59,8,array
1215,LOCAL,,$tmp60,,,493,tmp60,1,array
1226,LOCAL,,$len,,,,len,1,<empty>
1243,LOCAL,,$level,,,,level,1,<empty>
1257,LOCAL,,$tmp61,,,557,tmp61,1,array
1259,LOCAL,,$tmp62,,,558,tmp62,1,array
1263,LOCAL,,$tmp63,,,560,tmp63,1,array
1269,LOCAL,,$name,,,,name,1,<empty>
1271,LOCAL,,$pattern,,,,pattern,2,<empty>
1275,LOCAL,,$tmp64,,,576,tmp64,3,array
