21595,FILE,<empty>,,,,<unknown>,0
21596,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/about.php,0
21597,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/dvwa/includes/DBMS/MySQL.php,0
21598,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/dvwa/includes/DBMS/PGSQL.php,0
21599,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/dvwa/includes/Parsedown.php,0
21600,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/dvwa/includes/dvwaPage.inc.php,0
21601,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/external/recaptcha/recaptchalib.php,0
21602,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/hackable/flags/fi.php,0
21603,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/index.php,0
21604,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/instructions.php,0
21605,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/login.php,0
21606,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/logout.php,0
21607,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/phpinfo.php,0
21608,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/security.php,0
21609,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/setup.php,0
21610,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/authbypass/change_user_details.php,0
21611,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/authbypass/get_user_data.php,0
21612,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/authbypass/help/help.php,0
21613,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/authbypass/index.php,0
21614,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/authbypass/source/high.php,0
21615,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/authbypass/source/impossible.php,0
21616,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/authbypass/source/low.php,0
21617,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/authbypass/source/medium.php,0
21618,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/brute/help/help.php,0
21619,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/brute/index.php,0
21620,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/brute/source/high.php,0
21621,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/brute/source/impossible.php,0
21622,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/brute/source/low.php,0
21623,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/brute/source/medium.php,0
21624,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/captcha/help/help.php,0
21625,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/captcha/index.php,0
21626,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/captcha/source/high.php,0
21627,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/captcha/source/impossible.php,0
21628,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/captcha/source/low.php,0
21629,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/captcha/source/medium.php,0
21630,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/csp/help/help.php,0
21631,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/csp/index.php,0
21632,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/csp/source/high.php,0
21633,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/csp/source/impossible.php,0
21634,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/csp/source/jsonp.php,0
21635,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/csp/source/jsonp_impossible.php,0
21636,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/csp/source/low.php,0
21637,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/csp/source/medium.php,0
21638,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/csrf/help/help.php,0
21639,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/csrf/index.php,0
21640,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/csrf/source/high.php,0
21641,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/csrf/source/impossible.php,0
21642,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/csrf/source/low.php,0
21643,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/csrf/source/medium.php,0
21644,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/csrf/test_credentials.php,0
21645,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/exec/help/help.php,0
21646,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/exec/index.php,0
21647,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/exec/source/high.php,0
21648,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/exec/source/impossible.php,0
21649,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/exec/source/low.php,0
21650,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/exec/source/medium.php,0
21651,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/fi/file1.php,0
21652,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/fi/file2.php,0
21653,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/fi/file3.php,0
21654,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/fi/file4.php,0
21655,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/fi/help/help.php,0
21656,FILE,<empty>,,,,/home/kali/Desktop/RA/DVWA/vulnerabilities/fi/include.php,0
